time_min,time_generations,TetR_mRNA,TetR_total,CI_mRNA,CI,LacI_mRNA,LacI,C31_mRNA,C31_protein,TetR_free,PLtetO1_activity,resource_availability,unthrottled_C31_demand_molecules_min,actual_C31_translation_flux_uM_h
24.0,0.48,0.004598136413375235,71.72961814653692,13.51930572463453,126.73730327482195,0.052751377522175735,227.9508521252857,70.71627317565931,589.2921401255464,12.840506481021242,0.5117111157734325,1.0,35.358136587829655,3.522814028793607
25.0,0.5,0.004790678802710629,70.74442607202715,13.726064852230177,131.7570462520179,0.04553497056539282,224.83692696752246,71.78674898701874,616.5603021349023,12.71793907417323,0.5188637119760532,1.0,35.89337449350937,3.5761410359504158
26.0,0.52,0.004991695498311412,69.7728951312889,13.930245726710407,136.8097052949671,0.03954126407671823,221.76260421079238,72.84387613692988,643.9812767180388,12.597977947589094,0.5259246450184805,1.0,36.42193806846494,3.6288030638923434
27.0,0.54,0.00520149810247052,68.81484153200616,14.131858170181982,141.89354933218792,0.034531605537206744,218.72788398458397,73.88770547842074,671.5463438203099,12.480517576774599,0.5328945638712043,1.0,36.94385273921037,3.680802645922581
28.0,0.56,0.0054204198407866245,67.87008417232396,14.330914545904053,147.00687665931605,0.030318423717265678,215.73266117162328,74.9183010210953,699.2469320952911,12.36545845460972,0.5397741450906195,1.0,37.45915051054765,3.7321429707545715
29.0,0.58,0.0056488149529124124,66.9384446143826,14.527429224716267,152.14801565746868,0.026753645051059715,212.77674920969957,75.93573716861545,727.0746226699869,12.252706667085619,0.5465640895203292,1.0,37.96786858430772,3.7828277448939325
30.0,0.6,0.005887058330151838,66.01974705797619,14.721418182155533,157.3153252709865,0.023719826677209094,209.85989851928127,76.9400966328113,755.0211516636064,12.142173504790925,0.5532651192881832,1.0,38.47004831640565,3.8328610887274235
31.0,0.62,0.006135545363941716,65.11381831444844,14.91289869006409,162.50719530362554,0.021123356449044905,206.98181081846133,77.93146883701114,783.0784117657582,12.03377510673228,0.5598779750694346,1.0,38.96573441850557,3.8822474569829453
32.0,0.64,0.006394691975649906,64.22048778091842,15.101889077429108,167.7220465753077,0.018889233431309552,204.1421502684079,78.90994867781097,811.2384530920838,11.927432133438016,0.5664034135896214,1.0,39.45497433890549,3.930991577045651
33.0,0.66,0.006664934802130732,63.33958741491571,15.28840854177187,172.95833097129315,0.01695704876217025,201.34055218789723,79.87563554856006,839.4934834823093,11.823069466591178,0.5728422053451423,1.0,39.93781777428003,3.979098400311722
34.0,0.68,0.006946731515712235,62.470951709491146,15.472476997989741,178.21453140690264,0.015277882244219563,198.57662989265464,80.82863255675429,867.8358683604679,11.72061593278589,0.5791951325181524,1.0,40.41431627837714,4.026573063201912
35.0,0.7,0.007240561260649041,61.61441766885907,15.654114955297308,183.48916172484687,0.013811901320960513,195.84998007904247,81.76904588691089,896.258130245609,11.620004049165257,0.5854629870700387,1.0,40.884522943455444,4.073420855422395
36.0,0.72,0.007546925192857095,60.76982478461735,15.833343415314529,188.78076653845358,0.012526494760860925,193.16018708213184,82.69698427292907,924.7529479818179,11.521169789004409,0.5916465689947094,1.0,41.348492136464536,4.119647193679797
37.0,0.74,0.007866347110354376,59.93701501258617,16.010183786412792,194.0879210306075,0.011394818446929661,190.5068262541141,83.61255855462524,953.3131557383681,11.424052365454532,0.5977466847175336,1.0,41.80627927731262,4.165257599589482
38.0,0.76,0.008199374166239323,59.11583275029948,16.184657810626405,199.40923071625605,0.01039465618187669,187.8894666577443,84.51588129932396,981.9317418206728,11.328594031858023,0.6037641456262562,1.0,42.25794064966198,4.210257680824649
39.0,0.78,0.008546577656517444,58.30612481517917,16.35678750053981,204.74333117439286,0.009507525296958705,185.30767321864684,85.40706647509745,1010.6018473226522,11.234739897199633,0.6096997667217531,1.0,42.703533237548726,4.254653114838391
40.0,0.8,0.00890855387781458,57.50774042341859,16.526595084101757,210.08888775449074,0.008717969969710294,182.761008453963,86.28622916504628,1039.3167646462643,11.142437755399534,0.6155543653776754,1.0,43.14311458252314,4.298449634630241
41.0,0.82,0.009285925050637288,56.720531169599205,16.694102955924347,215.44459526121574,0.008013001189474735,180.2490338636787,87.15348531515471,1068.0699359080465,11.051637927279986,0.6213287601991031,1.0,43.576742657577356,4.341653016185297
42.0,0.84,0.009679340305554486,55.94435100706184,16.85933363392441,220.80917762066883,0.007381650585544208,177.7713110542411,88.00895150980563,1096.8549512494806,10.96229311414966,0.6270237699712697,1.0,44.00447575490281,4.384269067291228
43.0,0.86,0.010089476730187423,55.17905622905334,17.02230972043977,226.18138753085287,0.0068146131974153755,175.32740264848223,88.85274477046353,1125.6655470651574,10.874358262050322,0.6326402126902666,1.0,44.426372385231765,4.426303617509443
44.0,0.88,0.010517040476035001,54.42450545066776,17.183053867153745,231.56000609860246,0.006303960268466786,172.9168730235035,89.6849823740746,1154.4956041603373,10.787790435800959,0.6381789046683739,1.0,44.8424911870373,4.467762509128462
45.0,0.9,0.010962767924628983,53.68055959160207,17.34158874329896,236.94384246488912,0.005842907368231982,170.53928890947918,90.50578168844494,1183.3391458478038,10.70254870205499,0.643640659707355,1.0,45.25289084422247,4.508651588963105
